years_experience,education,job_title,location,company_size,salary,skill_score
1.8,Bachelor,Junior Developer,Delhi,Medium,50722.0,23.4
3.2,Master,Lead,Delhi,Small,89393.0,56.3
10.3,Master,Lead,Remote,Large,101931.0,54.7
5.5,Bachelor,Manager,Mumbai,Medium,105307.0,37.1
2.1,Bachelor,Developer,Remote,Large,76047.0,51.1
5.2,Bachelor,Analyst,Remote,Medium,69513.0,55.7
0.7,High School,Analyst,Delhi,Large,64723.0,44.8
3.1,Bachelor,Manager,Mumbai,Medium,93557.0,29.8
5.2,Bachelor,Data Scientist,Mumbai,Large,97203.0,30.3
4.4,Bachelor,Lead,Pune,Medium,86890.0,44.5
5.2,Master,Lead,Delhi,Medium,82351.0,49.0
6.0,Bachelor,Manager,Mumbai,Medium,94658.0,51.6
4.7,Bachelor,Lead,Remote,Large,75232.0,58.9
4.6,Bachelor,Data Scientist,Hyderabad,Large,91571.0,26.5
3.9,Bachelor,Senior Developer,Hyderabad,Medium,75936.0,50.3
1.2,Bachelor,Junior Developer,Delhi,Medium,50443.0,22.6
6.9,Bachelor,Junior Developer,Pune,Small,46207.0,59.3
3.2,Bachelor,Junior Developer,Pune,Medium,49763.0,34.9
5.4,Master,Senior Developer,Mumbai,Small,61713.0,38.1
6.4,Master,Lead,Delhi,Medium,93820.0,43.1
2.2,Bachelor,Manager,Hyderabad,Large,91949.0,22.1
2.3,High School,Analyst,Remote,Small,32328.0,37.3
2.6,Bachelor,Developer,Mumbai,Medium,60997.0,30.1
7.7,Bachelor,Lead,Remote,Medium,78516.0,61.0
1.5,High School,Senior Developer,Mumbai,Small,44163.0,40.9
8.6,Master,Data Scientist,Bangalore,Medium,90503.0,72.7
3.9,PhD,Senior Developer,Remote,Medium,85447.0,45.4
4.1,Master,Analyst,Delhi,Small,56497.0,47.5
6.2,High School,Junior Developer,Remote,Large,53034.0,62.6
3.6,Master,Lead,Remote,Large,89591.0,34.5
6.9,Master,Analyst,Mumbai,Small,73636.0,35.8
2.2,Bachelor,Junior Developer,Hyderabad,Small,36243.0,38.6
8.5,Bachelor,Developer,Bangalore,Medium,80376.0,41.3
2.3,Master,Data Scientist,Remote,Medium,93578.0,61.4
8.7,Bachelor,Junior Developer,Hyderabad,Small,35683.0,70.7
2.4,Bachelor,Developer,Pune,Small,31681.0,58.8
2.7,Bachelor,Senior Developer,Bangalore,Medium,70842.0,38.7
1.4,Bachelor,Junior Developer,Bangalore,Large,50361.0,39.7
1.7,High School,Junior Developer,Mumbai,Medium,15653.0,30.5
3.2,Master,Manager,Remote,Medium,107196.0,48.4
4.0,Bachelor,Data Scientist,Pune,Large,100762.0,29.8
6.6,Bachelor,Data Scientist,Mumbai,Medium,98368.0,24.4
2.8,High School,Analyst,Delhi,Medium,47741.0,30.5
4.4,Bachelor,Senior Developer,Hyderabad,Medium,75221.0,28.6
3.8,High School,Manager,Hyderabad,Large,84965.0,56.2
4.8,High School,Analyst,Mumbai,Medium,60239.0,62.6
1.9,Bachelor,Developer,Hyderabad,Large,54435.0,21.7
2.1,Bachelor,Analyst,Remote,Medium,69330.0,49.2
1.9,Bachelor,Developer,Hyderabad,Medium,39238.0,45.2
7.4,High School,Senior Developer,Remote,Small,64658.0,36.5
8.5,Bachelor,Data Scientist,Delhi,Medium,96311.0,51.6
2.1,High School,Developer,Pune,Medium,37284.0,30.5
2.1,PhD,Senior Developer,Bangalore,Small,80536.0,43.8
5.2,Bachelor,Analyst,Mumbai,Medium,75267.0,33.3
9.1,Bachelor,Developer,Mumbai,Small,70134.0,56.3
10.5,Bachelor,Lead,Remote,Large,103505.0,54.6
2.0,High School,Junior Developer,Delhi,Small,20874.0,40.7
2.4,PhD,Analyst,Delhi,Large,92245.0,35.0
4.1,Bachelor,Data Scientist,Bangalore,Medium,102734.0,36.9
4.3,Bachelor,Analyst,Pune,Small,64381.0,40.8
2.9,Bachelor,Lead,Mumbai,Medium,89070.0,59.1
1.7,High School,Senior Developer,Remote,Small,49765.0,30.9
3.2,Master,Senior Developer,Delhi,Medium,85996.0,29.2
10.4,Bachelor,Analyst,Mumbai,Medium,89070.0,67.0
2.2,Bachelor,Lead,Remote,Small,60747.0,35.2
3.9,High School,Analyst,Hyderabad,Large,52959.0,27.5
15.0,High School,Junior Developer,Mumbai,Small,56552.0,97.3
2.1,Master,Junior Developer,Pune,Medium,49659.0,32.8
5.4,Bachelor,Manager,Remote,Medium,82360.0,42.4
10.7,Bachelor,Developer,Pune,Medium,62638.0,63.7
5.1,High School,Manager,Mumbai,Medium,106083.0,62.6
7.1,Bachelor,Junior Developer,Hyderabad,Medium,58289.0,34.5
5.9,Bachelor,Lead,Pune,Medium,86695.0,50.5
4.8,Bachelor,Developer,Delhi,Medium,48821.0,65.3
8.3,Bachelor,Lead,Remote,Small,61850.0,56.2
5.3,Bachelor,Manager,Mumbai,Medium,90048.0,33.5
2.9,Bachelor,Senior Developer,Hyderabad,Small,70306.0,32.5
3.7,PhD,Lead,Delhi,Small,94074.0,43.2
4.4,High School,Manager,Mumbai,Medium,89589.0,56.5
2.4,Bachelor,Manager,Hyderabad,Medium,93709.0,33.8
3.9,Bachelor,Manager,Delhi,Medium,87069.0,50.0
3.5,Bachelor,Senior Developer,Pune,Medium,80104.0,26.1
5.3,Bachelor,Senior Developer,Mumbai,Medium,71538.0,31.5
12.6,Master,Analyst,Mumbai,Medium,105450.0,63.0
4.0,Bachelor,Senior Developer,Pune,Small,63538.0,56.4
9.3,Bachelor,Developer,Bangalore,Medium,54288.0,58.6
5.2,Bachelor,Senior Developer,Delhi,Medium,68416.0,48.5
3.8,High School,Senior Developer,Pune,Medium,45320.0,44.2
2.3,High School,Senior Developer,Mumbai,Medium,69906.0,48.0
3.9,Master,Lead,Delhi,Medium,91602.0,35.6
3.7,High School,Senior Developer,Delhi,Medium,43573.0,48.0
1.8,Bachelor,Developer,Bangalore,Medium,56606.0,27.1
2.1,Bachelor,Manager,Mumbai,Medium,85903.0,56.1
4.4,Bachelor,Lead,Hyderabad,Medium,69930.0,35.2
9.2,Bachelor,Junior Developer,Bangalore,Small,66824.0,48.8
3.2,Bachelor,Senior Developer,Bangalore,Small,62258.0,45.1
0.8,High School,Analyst,Hyderabad,Small,35253.0,33.2
1.3,Bachelor,Analyst,Hyderabad,Medium,55405.0,37.2
5.5,Bachelor,Manager,Bangalore,Large,93894.0,48.8
1.0,Bachelor,Manager,Delhi,Medium,75564.0,22.1
6.1,Bachelor,Lead,Pune,Small,84479.0,64.4
5.3,Bachelor,Analyst,Pune,Medium,61809.0,54.8
3.1,High School,Junior Developer,Bangalore,Large,51377.0,52.9
1.8,Bachelor,Data Scientist,Delhi,Large,76245.0,30.1
2.7,High School,Analyst,Hyderabad,Medium,40855.0,42.3
4.3,Master,Analyst,Remote,Large,86479.0,44.9
1.0,Bachelor,Developer,Bangalore,Small,45022.0,44.3
8.6,Bachelor,Data Scientist,Mumbai,Small,102227.0,67.4
4.3,Bachelor,Manager,Delhi,Small,93344.0,44.8
4.7,High School,Data Scientist,Mumbai,Medium,78554.0,28.9
5.3,Bachelor,Analyst,Mumbai,Small,63384.0,63.7
8.1,High School,Manager,Bangalore,Medium,88667.0,59.9
3.9,High School,Data Scientist,Delhi,Medium,93238.0,35.6
5.5,Bachelor,Manager,Mumbai,Medium,106192.0,50.6
1.9,Bachelor,Manager,Delhi,Large,99157.0,20.6
10.5,Master,Lead,Pune,Small,94603.0,72.1
3.7,Bachelor,Junior Developer,Remote,Medium,58959.0,26.4
1.9,Bachelor,Manager,Mumbai,Medium,94437.0,33.5
2.3,Bachelor,Developer,Mumbai,Small,58069.0,39.3
0.4,High School,Analyst,Delhi,Medium,30251.0,41.6
2.3,Bachelor,Analyst,Remote,Large,71290.0,38.0
0.2,Bachelor,Developer,Pune,Large,53277.0,36.9
5.8,Bachelor,Senior Developer,Mumbai,Large,101651.0,47.1
4.6,Bachelor,Manager,Bangalore,Medium,106571.0,43.5
1.4,Master,Manager,Delhi,Medium,97063.0,35.1
3.2,PhD,Manager,Delhi,Small,112685.0,37.7
3.3,Bachelor,Data Scientist,Mumbai,Small,91865.0,23.0
1.1,Bachelor,Manager,Pune,Small,74795.0,25.6
2.8,Bachelor,Manager,Mumbai,Medium,111375.0,40.8
3.4,Bachelor,Developer,Hyderabad,Large,64549.0,37.7
2.7,Bachelor,Junior Developer,Mumbai,Medium,49684.0,36.5
1.9,Bachelor,Junior Developer,Remote,Medium,50727.0,32.5
1.4,Master,Senior Developer,Remote,Medium,69970.0,25.6
2.7,Bachelor,Developer,Hyderabad,Medium,54083.0,33.2
2.1,Bachelor,Manager,Remote,Large,105475.0,33.2
5.0,Bachelor,Junior Developer,Remote,Small,40154.0,45.1
8.4,Master,Lead,Bangalore,Medium,88240.0,59.1
6.3,Bachelor,Lead,Delhi,Medium,89539.0,47.1
3.5,Bachelor,Lead,Remote,Small,61430.0,30.2
1.9,Bachelor,Manager,Delhi,Medium,94722.0,21.7
6.2,Master,Manager,Pune,Large,119970.0,74.6
5.3,High School,Senior Developer,Mumbai,Small,68371.0,34.6
8.0,Master,Analyst,Bangalore,Small,81260.0,48.8
3.9,Bachelor,Senior Developer,Hyderabad,Small,69522.0,46.9
10.1,Bachelor,Senior Developer,Pune,Medium,76847.0,63.9
3.9,Bachelor,Data Scientist,Bangalore,Medium,94232.0,46.9
1.9,Bachelor,Lead,Bangalore,Medium,94548.0,31.3
2.2,High School,Manager,Hyderabad,Medium,71891.0,39.0
4.9,Master,Lead,Hyderabad,Large,117198.0,45.3
2.1,Bachelor,Senior Developer,Delhi,Medium,63805.0,33.2
10.1,Bachelor,Manager,Mumbai,Large,109384.0,62.8
4.6,High School,Developer,Pune,Large,58570.0,54.4
3.4,Bachelor,Junior Developer,Mumbai,Medium,58527.0,40.0
3.7,Bachelor,Junior Developer,Pune,Medium,56694.0,40.9
2.7,Bachelor,Senior Developer,Bangalore,Large,72706.0,48.8
0.6,Bachelor,Analyst,Remote,Large,67676.0,41.4
2.2,Bachelor,Lead,Remote,Small,58916.0,52.4
9.3,PhD,Developer,Hyderabad,Small,64689.0,40.3
3.9,Bachelor,Manager,Hyderabad,Large,93370.0,50.8
6.8,Master,Analyst,Bangalore,Small,65593.0,56.4
7.0,High School,Lead,Bangalore,Large,93173.0,42.1
3.2,Bachelor,Senior Developer,Pune,Medium,77618.0,42.1
5.3,Bachelor,Lead,Bangalore,Small,63814.0,56.4
0.7,Bachelor,Senior Developer,Pune,Small,56216.0,23.8
8.8,Master,Data Scientist,Mumbai,Small,89186.0,60.8
8.3,High School,Junior Developer,Hyderabad,Small,44633.0,63.6
4.8,High School,Analyst,Hyderabad,Medium,50618.0,33.7
4.1,Master,Junior Developer,Remote,Medium,49789.0,40.9
3.3,Bachelor,Lead,Remote,Large,92997.0,42.9
7.4,Bachelor,Developer,Hyderabad,Medium,58105.0,44.2
5.7,Bachelor,Manager,Mumbai,Medium,94872.0,38.3
2.5,Master,Senior Developer,Mumbai,Medium,63240.0,36.1
1.2,High School,Manager,Delhi,Medium,83972.0,41.6
1.0,High School,Junior Developer,Pune,Medium,40567.0,39.4
7.3,Bachelor,Developer,Remote,Small,49644.0,43.3
3.2,Master,Developer,Pune,Small,41179.0,46.1
4.7,Bachelor,Manager,Remote,Small,89075.0,35.7
3.5,Bachelor,Junior Developer,Delhi,Small,35670.0,24.4
1.0,Bachelor,Manager,Hyderabad,Medium,81373.0,29.3
0.7,Master,Lead,Pune,Small,91896.0,43.3
2.3,Master,Developer,Remote,Large,63971.0,43.5
2.5,PhD,Developer,Pune,Large,87938.0,37.5
2.5,High School,Lead,Hyderabad,Large,82497.0,33.3
2.6,High School,Junior Developer,Bangalore,Large,53321.0,33.9
12.1,Bachelor,Developer,Remote,Small,61456.0,67.4
6.8,Master,Analyst,Bangalore,Medium,84611.0,39.7
4.0,Bachelor,Data Scientist,Delhi,Small,79176.0,38.5
3.2,Bachelor,Data Scientist,Mumbai,Large,96985.0,37.4
3.2,Master,Data Scientist,Pune,Large,115490.0,26.1
5.6,High School,Senior Developer,Remote,Large,60699.0,38.4
3.1,Bachelor,Analyst,Pune,Medium,69372.0,43.4
6.3,Bachelor,Senior Developer,Delhi,Medium,83179.0,49.0
4.3,Bachelor,Junior Developer,Delhi,Small,48187.0,39.8
12.2,Master,Lead,Pune,Small,105336.0,57.5
3.0,Bachelor,Manager,Remote,Medium,85259.0,54.8
7.1,Bachelor,Analyst,Hyderabad,Medium,55248.0,42.9
1.3,Bachelor,Junior Developer,Hyderabad,Large,55022.0,36.4
2.0,Bachelor,Manager,Mumbai,Small,72070.0,31.1
11.1,Bachelor,Junior Developer,Pune,Large,68345.0,63.7
6.1,Bachelor,Senior Developer,Pune,Medium,64261.0,52.9
4.8,High School,Data Scientist,Remote,Large,80781.0,30.7
14.2,High School,Lead,Pune,Large,95627.0,72.5
3.2,Bachelor,Senior Developer,Remote,Large,57379.0,51.5
7.1,Bachelor,Lead,Pune,Small,81802.0,68.9
7.4,Master,Analyst,Delhi,Large,109563.0,50.9
9.6,Master,Manager,Bangalore,Small,109050.0,59.2
1.2,Master,Junior Developer,Pune,Small,42777.0,55.7
3.2,Bachelor,Developer,Bangalore,Medium,55962.0,50.9
4.3,Bachelor,Developer,Hyderabad,Large,63232.0,36.7
9.5,Bachelor,Lead,Mumbai,Medium,95720.0,52.3
4.6,High School,Data Scientist,Hyderabad,Large,86904.0,53.4
7.4,High School,Data Scientist,Pune,Medium,75072.0,42.1
1.1,Bachelor,Lead,Remote,Small,75663.0,44.2
2.6,PhD,Senior Developer,Hyderabad,Large,86303.0,41.1
8.3,High School,Developer,Delhi,Small,51347.0,60.1
2.9,High School,Senior Developer,Bangalore,Large,69990.0,36.1
3.4,Master,Manager,Remote,Medium,112007.0,33.9
9.4,Bachelor,Developer,Remote,Medium,66527.0,72.8
1.6,Master,Manager,Pune,Medium,92321.0,32.3
1.9,Master,Junior Developer,Delhi,Small,45818.0,31.6
1.0,Master,Senior Developer,Bangalore,Medium,77319.0,32.2
9.6,Bachelor,Lead,Delhi,Small,74058.0,60.7
6.7,Bachelor,Developer,Hyderabad,Small,45265.0,39.8
6.6,Bachelor,Senior Developer,Pune,Small,50920.0,44.2
2.6,Bachelor,Lead,Remote,Medium,67816.0,31.6
0.9,Bachelor,Junior Developer,Remote,Medium,42551.0,41.2
0.6,High School,Developer,Hyderabad,Medium,41601.0,22.9
8.3,Bachelor,Manager,Remote,Large,90765.0,37.3
5.0,Bachelor,Junior Developer,Mumbai,Medium,54902.0,25.3
5.7,Master,Data Scientist,Pune,Medium,102907.0,32.4
4.1,Master,Lead,Hyderabad,Medium,89897.0,55.9
1.7,Bachelor,Developer,Pune,Medium,45330.0,35.3
2.7,High School,Developer,Bangalore,Medium,42103.0,43.1
1.4,Master,Analyst,Pune,Small,53474.0,39.6
1.2,Bachelor,Analyst,Pune,Large,62306.0,34.2
6.3,Master,Junior Developer,Bangalore,Medium,68991.0,48.2
0.7,Master,Developer,Hyderabad,Small,67862.0,42.5
1.4,High School,Lead,Pune,Medium,58850.0,35.7
2.8,Master,Junior Developer,Delhi,Small,47055.0,52.4
3.6,High School,Manager,Pune,Small,68786.0,47.0
0.9,Bachelor,Junior Developer,Hyderabad,Small,29301.0,26.5
4.6,Bachelor,Junior Developer,Remote,Medium,57986.0,38.8
3.9,High School,Manager,Bangalore,Medium,63833.0,34.4
8.2,Master,Data Scientist,Remote,Large,107152.0,66.8
3.7,High School,Analyst,Hyderabad,Small,49947.0,37.0
4.9,High School,Lead,Mumbai,Medium,73447.0,36.7
1.8,Bachelor,Data Scientist,Remote,Medium,72033.0,38.6
1.9,Master,Data Scientist,Pune,Small,84326.0,34.7
1.0,Master,Data Scientist,Pune,Medium,96251.0,35.9
1.8,Master,Analyst,Bangalore,Small,63285.0,54.3
2.6,Bachelor,Senior Developer,Pune,Small,50790.0,46.9
7.7,Bachelor,Analyst,Delhi,Medium,76050.0,53.4
1.6,High School,Data Scientist,Delhi,Medium,68984.0,20.7
12.5,High School,Senior Developer,Remote,Small,70961.0,62.5
5.3,Bachelor,Manager,Hyderabad,Small,95466.0,53.0
4.5,Bachelor,Analyst,Bangalore,Small,36155.0,31.8
3.4,Bachelor,Lead,Mumbai,Small,73689.0,61.6
3.0,Master,Data Scientist,Remote,Small,67114.0,39.1
2.1,Bachelor,Developer,Hyderabad,Medium,71734.0,36.8
0.9,High School,Manager,Bangalore,Medium,73055.0,26.0
1.7,High School,Senior Developer,Bangalore,Medium,64371.0,40.1
9.6,Master,Analyst,Remote,Medium,81917.0,47.2
5.0,Master,Lead,Hyderabad,Medium,86575.0,66.6
9.6,Master,Junior Developer,Hyderabad,Small,54824.0,72.0
2.0,High School,Lead,Pune,Small,68685.0,45.8
1.3,PhD,Lead,Mumbai,Large,116248.0,20.0
3.4,Bachelor,Data Scientist,Delhi,Small,91349.0,42.3
1.7,High School,Data Scientist,Pune,Small,60844.0,47.2
4.0,PhD,Analyst,Bangalore,Small,78303.0,47.9
0.7,Bachelor,Analyst,Mumbai,Medium,58262.0,22.1
0.4,Bachelor,Senior Developer,Mumbai,Medium,64503.0,24.7
4.4,High School,Analyst,Hyderabad,Large,56465.0,38.7
9.8,Bachelor,Senior Developer,Mumbai,Large,96272.0,53.4
4.5,Master,Data Scientist,Remote,Medium,87686.0,58.8
5.0,Bachelor,Data Scientist,Mumbai,Medium,94535.0,25.8
3.5,Bachelor,Developer,Bangalore,Small,48360.0,47.1
3.8,High School,Developer,Remote,Small,34901.0,28.5
0.9,Bachelor,Manager,Remote,Small,85201.0,23.1
1.8,Bachelor,Data Scientist,Pune,Small,70298.0,15.3
7.7,Bachelor,Junior Developer,Mumbai,Small,57454.0,47.6
2.6,Bachelor,Developer,Hyderabad,Small,59612.0,52.9
7.5,High School,Senior Developer,Pune,Medium,77453.0,55.1
3.7,Master,Lead,Hyderabad,Large,109625.0,29.1
3.9,Bachelor,Analyst,Mumbai,Medium,64346.0,51.9
2.6,Bachelor,Analyst,Pune,Large,72037.0,50.1
5.5,Bachelor,Manager,Mumbai,Medium,86454.0,47.5
6.5,Bachelor,Developer,Bangalore,Medium,66991.0,69.8
1.7,Master,Lead,Pune,Medium,87596.0,43.3
0.9,PhD,Lead,Hyderabad,Small,84987.0,39.5
0.5,Bachelor,Developer,Bangalore,Small,49218.0,23.5
4.8,Master,Junior Developer,Delhi,Large,63938.0,50.7
4.4,Bachelor,Junior Developer,Hyderabad,Large,74879.0,45.4
14.8,High School,Manager,Mumbai,Small,102814.0,79.6
3.5,Bachelor,Junior Developer,Hyderabad,Small,39435.0,33.7
3.1,Bachelor,Manager,Delhi,Medium,89010.0,40.6
4.1,Bachelor,Senior Developer,Hyderabad,Small,65045.0,34.1
4.2,Master,Developer,Bangalore,Medium,80567.0,21.1
2.9,Bachelor,Lead,Remote,Small,66613.0,48.7
1.7,Master,Manager,Hyderabad,Medium,97552.0,20.1
3.4,Master,Analyst,Pune,Small,61945.0,41.3
3.3,Bachelor,Junior Developer,Delhi,Medium,64856.0,43.2
3.3,Bachelor,Analyst,Hyderabad,Small,49649.0,43.2
5.9,Bachelor,Manager,Delhi,Medium,95564.0,44.9
3.4,PhD,Data Scientist,Remote,Large,123507.0,42.9
1.0,Bachelor,Manager,Bangalore,Medium,88176.0,37.7
2.0,High School,Junior Developer,Pune,Large,55096.0,43.3
2.9,Bachelor,Data Scientist,Mumbai,Large,89510.0,56.0
3.5,Bachelor,Data Scientist,Hyderabad,Large,93358.0,42.8
4.9,High School,Junior Developer,Bangalore,Medium,56675.0,45.3
3.5,High School,Data Scientist,Delhi,Medium,70589.0,31.4
0.4,Bachelor,Developer,Remote,Large,54590.0,35.6
1.1,Bachelor,Lead,Delhi,Small,68253.0,40.0
5.1,Bachelor,Analyst,Remote,Medium,55287.0,43.4
2.8,Bachelor,Developer,Remote,Large,57290.0,43.8
3.7,High School,Developer,Bangalore,Medium,48301.0,38.2
2.5,Bachelor,Junior Developer,Hyderabad,Large,58373.0,44.2
2.0,Bachelor,Junior Developer,Mumbai,Medium,60243.0,45.1
2.6,Bachelor,Analyst,Hyderabad,Large,83532.0,46.8
3.8,Bachelor,Lead,Pune,Medium,72751.0,42.6
3.3,Bachelor,Manager,Hyderabad,Medium,90490.0,29.5
6.4,High School,Developer,Remote,Medium,53194.0,43.1
0.8,High School,Data Scientist,Remote,Large,88731.0,38.4
0.9,High School,Lead,Pune,Large,79548.0,57.2
2.8,Master,Developer,Delhi,Large,76927.0,35.0
4.9,Master,Manager,Remote,Medium,105132.0,49.3
5.7,Master,Data Scientist,Pune,Medium,103790.0,41.5
2.1,Master,Developer,Remote,Small,41778.0,26.6
0.1,Bachelor,Senior Developer,Mumbai,Large,77742.0,23.5
2.1,Bachelor,Analyst,Remote,Medium,68873.0,15.5
4.5,Bachelor,Lead,Bangalore,Small,72341.0,57.0
3.3,High School,Analyst,Pune,Small,42636.0,17.6
5.1,Bachelor,Junior Developer,Hyderabad,Large,61260.0,42.7
7.5,Master,Developer,Pune,Large,63489.0,40.7
2.9,Bachelor,Data Scientist,Delhi,Large,94965.0,29.9
2.3,Bachelor,Data Scientist,Remote,Medium,82014.0,50.7
1.5,Bachelor,Lead,Pune,Medium,70900.0,36.5
0.9,Bachelor,Lead,Mumbai,Medium,68563.0,23.0
0.7,Bachelor,Analyst,Pune,Small,39355.0,26.2
1.9,Master,Data Scientist,Mumbai,Large,110914.0,28.0
6.8,Bachelor,Data Scientist,Remote,Small,94380.0,50.0
5.4,Master,Data Scientist,Hyderabad,Medium,109859.0,47.9
2.2,Bachelor,Developer,Remote,Medium,38645.0,55.6
12.6,Master,Data Scientist,Delhi,Medium,121037.0,48.6
2.0,Bachelor,Junior Developer,Bangalore,Large,53695.0,35.7
8.0,Bachelor,Data Scientist,Hyderabad,Small,79342.0,50.8
9.2,Bachelor,Junior Developer,Hyderabad,Medium,57704.0,67.1
4.7,Master,Developer,Bangalore,Small,65049.0,47.6
1.9,PhD,Lead,Pune,Small,93474.0,41.6
2.5,High School,Junior Developer,Remote,Medium,34216.0,41.0
3.8,High School,Developer,Pune,Small,33951.0,32.1
0.9,Master,Data Scientist,Pune,Medium,92514.0,44.8
1.4,Bachelor,Developer,Remote,Medium,52344.0,42.2
1.3,Bachelor,Data Scientist,Delhi,Small,81010.0,43.1
4.9,Bachelor,Analyst,Hyderabad,Small,45525.0,57.3
7.4,High School,Developer,Mumbai,Medium,55960.0,56.4
5.6,Master,Lead,Bangalore,Large,97656.0,61.6
6.6,Master,Junior Developer,Hyderabad,Medium,65792.0,53.6
1.7,Bachelor,Analyst,Pune,Medium,56591.0,32.9
2.6,Bachelor,Lead,Bangalore,Medium,79826.0,37.7
2.7,Master,Senior Developer,Mumbai,Medium,75002.0,37.9
4.7,High School,Data Scientist,Hyderabad,Small,55502.0,38.9
1.9,Master,Junior Developer,Hyderabad,Medium,40044.0,52.0
6.3,Bachelor,Lead,Delhi,Medium,85551.0,51.9
9.0,Bachelor,Junior Developer,Hyderabad,Medium,57552.0,57.9
4.8,Master,Senior Developer,Hyderabad,Medium,77192.0,48.3
2.5,Bachelor,Manager,Mumbai,Large,111580.0,67.3
1.6,Bachelor,Data Scientist,Mumbai,Small,67324.0,23.5
1.3,Bachelor,Data Scientist,Bangalore,Large,103935.0,25.4
0.4,Bachelor,Developer,Pune,Medium,60791.0,17.4
2.8,Bachelor,Data Scientist,Mumbai,Medium,70993.0,36.1
2.7,PhD,Data Scientist,Bangalore,Small,96139.0,40.6
6.1,Master,Lead,Hyderabad,Medium,92002.0,43.6
2.0,Bachelor,Analyst,Bangalore,Medium,38706.0,30.6
2.9,Bachelor,Data Scientist,Bangalore,Medium,74243.0,40.1
4.1,High School,Data Scientist,Bangalore,Small,74399.0,37.3
4.8,High School,Senior Developer,Remote,Medium,75754.0,47.5
5.6,Bachelor,Analyst,Bangalore,Small,66421.0,57.9
3.8,Master,Senior Developer,Mumbai,Large,96189.0,48.2
1.0,Bachelor,Junior Developer,Remote,Large,51829.0,41.8
4.5,Master,Junior Developer,Pune,Small,64461.0,54.4
1.9,High School,Data Scientist,Bangalore,Large,100986.0,38.5
7.7,Bachelor,Data Scientist,Delhi,Large,99705.0,51.5
3.4,Bachelor,Developer,Hyderabad,Medium,38800.0,32.5
4.0,Bachelor,Junior Developer,Hyderabad,Medium,34215.0,38.1
15.6,High School,Lead,Remote,Medium,101775.0,71.6
5.7,PhD,Data Scientist,Hyderabad,Medium,109024.0,54.4
4.4,Bachelor,Lead,Hyderabad,Medium,83266.0,46.7
3.0,Master,Data Scientist,Remote,Medium,76675.0,46.0
1.1,Bachelor,Lead,Hyderabad,Medium,69174.0,21.7
2.8,PhD,Manager,Bangalore,Small,98236.0,52.7
1.6,Bachelor,Lead,Pune,Large,86863.0,30.5
9.8,Master,Analyst,Remote,Medium,79411.0,48.4
4.5,High School,Junior Developer,Delhi,Medium,34701.0,39.1
7.5,Master,Data Scientist,Remote,Large,103723.0,77.3
2.0,Master,Junior Developer,Mumbai,Medium,69667.0,32.1
1.7,High School,Analyst,Delhi,Medium,52358.0,31.8
5.3,High School,Analyst,Mumbai,Large,74497.0,44.0
1.5,Bachelor,Lead,Remote,Large,75809.0,33.0
2.3,Master,Senior Developer,Mumbai,Small,46969.0,29.1
10.1,Bachelor,Senior Developer,Delhi,Medium,80015.0,61.7
2.4,Bachelor,Analyst,Bangalore,Large,65867.0,48.0
0.8,High School,Senior Developer,Remote,Medium,54392.0,35.5
0.5,High School,Data Scientist,Remote,Medium,92286.0,20.4
0.7,Master,Developer,Hyderabad,Small,54961.0,28.7
7.8,High School,Manager,Remote,Small,97488.0,47.9
2.1,Bachelor,Lead,Remote,Medium,78750.0,36.8
15.3,Master,Developer,Bangalore,Medium,85561.0,89.2
9.1,Bachelor,Senior Developer,Hyderabad,Large,93983.0,55.8
11.7,Bachelor,Lead,Pune,Medium,109645.0,64.2
6.7,High School,Developer,Mumbai,Small,59037.0,67.9
5.1,Bachelor,Junior Developer,Delhi,Small,39597.0,54.1
1.6,High School,Senior Developer,Pune,Large,67225.0,40.5
3.3,Master,Developer,Hyderabad,Medium,53166.0,59.5
5.5,Bachelor,Data Scientist,Bangalore,Medium,97597.0,51.4
6.5,Bachelor,Junior Developer,Delhi,Large,79427.0,29.6
1.2,Bachelor,Senior Developer,Mumbai,Medium,68718.0,41.9
2.9,High School,Manager,Remote,Small,60461.0,22.8
3.1,Master,Analyst,Remote,Large,82081.0,43.8
3.0,Bachelor,Senior Developer,Pune,Large,81340.0,21.9
1.3,Bachelor,Data Scientist,Mumbai,Small,74249.0,29.2
10.8,High School,Manager,Hyderabad,Large,106030.0,58.8
2.8,Bachelor,Manager,Mumbai,Medium,90209.0,30.7
1.4,High School,Manager,Bangalore,Medium,85768.0,30.7
11.0,Bachelor,Lead,Pune,Large,109890.0,73.3
9.1,Bachelor,Lead,Pune,Large,92335.0,50.2
3.7,Master,Analyst,Bangalore,Small,57315.0,46.6
2.3,Bachelor,Manager,Mumbai,Small,78565.0,27.2
0.7,Master,Analyst,Bangalore,Small,65295.0,30.2
4.8,Master,Junior Developer,Delhi,Medium,64784.0,47.6
2.1,High School,Manager,Bangalore,Small,64055.0,26.3
3.3,Bachelor,Developer,Mumbai,Medium,59692.0,26.8
10.3,High School,Manager,Bangalore,Small,82954.0,65.8
2.0,Bachelor,Lead,Hyderabad,Medium,84044.0,47.2
4.7,Master,Lead,Remote,Small,82064.0,43.3
5.7,Bachelor,Developer,Bangalore,Large,68878.0,42.5
7.6,Bachelor,Developer,Remote,Small,52052.0,54.4
3.1,Bachelor,Senior Developer,Bangalore,Medium,81720.0,39.9
2.8,Bachelor,Junior Developer,Mumbai,Large,57043.0,40.8
